id,image,mask,role,source
171_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/171_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/171_D.png,train,fives
171_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/171_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/171_N.png,train,fives
172_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/172_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/172_D.png,train,fives
172_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/172_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/172_N.png,train,fives
173_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/173_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/173_D.png,train,fives
173_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/173_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/173_N.png,train,fives
174_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/174_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/174_D.png,train,fives
174_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/174_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/174_N.png,train,fives
175_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/175_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/175_D.png,train,fives
175_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/175_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/175_N.png,train,fives
176_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/176_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/176_D.png,train,fives
176_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/176_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/176_N.png,train,fives
177_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/177_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/177_D.png,train,fives
177_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/177_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/177_N.png,train,fives
178_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/178_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/178_D.png,train,fives
178_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/178_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/178_N.png,train,fives
179_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/179_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/179_D.png,train,fives
179_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/179_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/179_N.png,train,fives
17_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/17_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/17_A.png,train,fives
180_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/180_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/180_D.png,train,fives
180_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/180_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/180_N.png,train,fives
181_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/181_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/181_D.png,train,fives
181_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/181_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/181_N.png,train,fives
182_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/182_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/182_D.png,train,fives
182_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/182_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/182_N.png,train,fives
183_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/183_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/183_D.png,train,fives
183_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/183_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/183_N.png,train,fives
184_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/184_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/184_D.png,train,fives
184_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/184_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/184_N.png,train,fives
185_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/185_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/185_D.png,train,fives
185_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/185_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/185_N.png,train,fives
186_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/186_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/186_D.png,train,fives
186_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/186_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/186_N.png,train,fives
187_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/187_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/187_D.png,train,fives
187_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/187_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/187_N.png,train,fives
188_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/188_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/188_D.png,train,fives
188_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/188_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/188_N.png,train,fives
189_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/189_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/189_D.png,train,fives
189_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/189_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/189_N.png,train,fives
18_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/18_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/18_A.png,train,fives
190_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/190_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/190_D.png,train,fives
190_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/190_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/190_N.png,train,fives
191_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/191_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/191_D.png,train,fives
191_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/191_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/191_N.png,train,fives
192_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/192_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/192_D.png,train,fives
192_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/192_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/192_N.png,train,fives
193_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/193_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/193_D.png,train,fives
193_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/193_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/193_N.png,train,fives
194_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/194_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/194_D.png,train,fives
194_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/194_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/194_N.png,train,fives
195_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/195_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/195_D.png,train,fives
195_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/195_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/195_N.png,train,fives
196_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/196_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/196_D.png,train,fives
196_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/196_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/196_N.png,train,fives
197_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/197_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/197_D.png,train,fives
197_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/197_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/197_N.png,train,fives
198_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/198_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/198_D.png,train,fives
198_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/198_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/198_N.png,train,fives
199_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/199_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/199_D.png,train,fives
199_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/199_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/199_N.png,train,fives
19_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/19_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/19_A.png,train,fives
1_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/1_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/1_A.png,train,fives
200_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/200_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/200_D.png,train,fives
200_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/200_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/200_N.png,train,fives
201_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/201_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/201_D.png,train,fives
202_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/202_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/202_D.png,train,fives
203_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/203_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/203_D.png,train,fives
204_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/204_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/204_D.png,train,fives
205_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/205_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/205_D.png,train,fives
206_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/206_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/206_D.png,train,fives
207_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/207_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/207_D.png,train,fives
208_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/208_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/208_D.png,train,fives
209_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/209_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/209_D.png,train,fives
20_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/20_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/20_A.png,train,fives
210_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/210_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/210_D.png,train,fives
211_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/211_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/211_D.png,train,fives
212_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/212_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/212_D.png,train,fives
213_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/213_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/213_D.png,train,fives
214_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/214_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/214_D.png,train,fives
215_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/215_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/215_D.png,train,fives
216_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/216_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/216_D.png,train,fives
217_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/217_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/217_D.png,train,fives
218_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/218_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/218_D.png,train,fives
219_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/219_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/219_D.png,train,fives
21_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/21_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/21_A.png,train,fives
220_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/220_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/220_D.png,train,fives
221_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/221_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/221_D.png,train,fives
222_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/222_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/222_D.png,train,fives
223_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/223_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/223_D.png,train,fives
224_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/224_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/224_D.png,train,fives
225_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/225_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/225_D.png,train,fives
226_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/226_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/226_D.png,train,fives
227_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/227_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/227_D.png,train,fives
228_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/228_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/228_D.png,train,fives
229_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/229_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/229_D.png,train,fives
22_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/22_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/22_A.png,train,fives
230_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/230_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/230_D.png,train,fives
231_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/231_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/231_D.png,train,fives
232_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/232_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/232_D.png,train,fives
233_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/233_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/233_D.png,train,fives
234_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/234_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/234_D.png,train,fives
235_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/235_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/235_D.png,train,fives
236_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/236_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/236_D.png,train,fives
237_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/237_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/237_D.png,train,fives
238_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/238_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/238_D.png,train,fives
239_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/239_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/239_D.png,train,fives
23_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/23_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/23_A.png,train,fives
240_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/240_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/240_D.png,train,fives
241_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/241_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/241_D.png,train,fives
242_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/242_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/242_D.png,train,fives
243_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/243_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/243_D.png,train,fives
244_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/244_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/244_D.png,train,fives
245_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/245_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/245_D.png,train,fives
246_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/246_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/246_D.png,train,fives
247_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/247_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/247_D.png,train,fives
248_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/248_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/248_D.png,train,fives
249_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/249_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/249_D.png,train,fives
24_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/24_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/24_A.png,train,fives
250_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/250_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/250_D.png,train,fives
251_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/251_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/251_D.png,train,fives
252_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/252_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/252_D.png,train,fives
253_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/253_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/253_D.png,train,fives
254_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/254_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/254_D.png,train,fives
255_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/255_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/255_D.png,train,fives
256_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/256_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/256_D.png,train,fives
257_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/257_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/257_D.png,train,fives
258_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/258_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/258_D.png,train,fives
259_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/259_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/259_D.png,train,fives
25_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/25_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/25_A.png,train,fives
260_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/260_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/260_D.png,train,fives
261_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/261_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/261_D.png,train,fives
262_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/262_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/262_D.png,train,fives
263_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/263_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/263_D.png,train,fives
264_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/264_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/264_D.png,train,fives
265_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/265_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/265_D.png,train,fives
266_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/266_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/266_D.png,train,fives
267_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/267_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/267_D.png,train,fives
268_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/268_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/268_D.png,train,fives
269_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/269_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/269_D.png,train,fives
26_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/26_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/26_A.png,train,fives
270_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/270_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/270_D.png,train,fives
271_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/271_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/271_D.png,train,fives
272_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/272_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/272_D.png,train,fives
273_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/273_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/273_D.png,train,fives
274_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/274_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/274_D.png,train,fives
275_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/275_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/275_D.png,train,fives
276_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/276_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/276_D.png,train,fives
277_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/277_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/277_D.png,train,fives
278_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/278_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/278_D.png,train,fives
279_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/279_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/279_D.png,train,fives
27_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/27_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/27_A.png,train,fives
280_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/280_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/280_D.png,train,fives
281_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/281_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/281_D.png,train,fives
282_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/282_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/282_D.png,train,fives
283_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/283_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/283_D.png,train,fives
284_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/284_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/284_D.png,train,fives
285_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/285_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/285_D.png,train,fives
286_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/286_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/286_D.png,train,fives
287_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/287_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/287_D.png,train,fives
288_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/288_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/288_D.png,train,fives
289_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/289_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/289_D.png,train,fives
28_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/28_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/28_A.png,train,fives
290_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/290_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/290_D.png,train,fives
291_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/291_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/291_D.png,train,fives
292_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/292_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/292_D.png,train,fives
293_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/293_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/293_D.png,train,fives
294_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/294_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/294_D.png,train,fives
295_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/295_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/295_D.png,train,fives
296_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/296_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/296_D.png,train,fives
297_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/297_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/297_D.png,train,fives
298_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/298_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/298_D.png,train,fives
299_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/299_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/299_D.png,train,fives
29_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/29_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/29_A.png,train,fives
2_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/2_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/2_A.png,train,fives
300_D,/N/u/hungill/Quartz/datasets/fundus/fives/images/300_D.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/300_D.png,train,fives
301_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/301_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/301_G.png,train,fives
302_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/302_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/302_G.png,train,fives
303_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/303_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/303_G.png,train,fives
304_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/304_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/304_G.png,train,fives
305_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/305_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/305_G.png,train,fives
306_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/306_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/306_G.png,train,fives
307_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/307_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/307_G.png,train,fives
308_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/308_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/308_G.png,train,fives
309_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/309_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/309_G.png,train,fives
